Date,DateKey,Year,Year Quarter,Year Quarter Number,Quarter,Year Month,Year Month Short,Year Month Number,Month,Month Short,Month Number,Day of Week,Day of Week Short,Day of Week Number,Working Day,Working Day Number
2018-09-26,20180926,2018,Q3-2018,8075,Q3,September 2018,Sep 2018,24225,September,Sep,9,Wednesday,Wed,4,1,437
2018-09-27,20180927,2018,Q3-2018,8075,Q3,September 2018,Sep 2018,24225,September,Sep,9,Thursday,Thu,5,1,438
2018-09-28,20180928,2018,Q3-2018,8075,Q3,September 2018,Sep 2018,24225,September,Sep,9,Friday,Fri,6,1,439
2018-09-29,20180929,2018,Q3-2018,8075,Q3,September 2018,Sep 2018,24225,September,Sep,9,Saturday,Sat,7,0,439
2018-09-30,20180930,2018,Q3-2018,8075,Q3,September 2018,Sep 2018,24225,September,Sep,9,Sunday,Sun,1,0,439
2018-10-01,20181001,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Monday,Mon,2,1,440
2018-10-02,20181002,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Tuesday,Tue,3,1,441
2018-10-03,20181003,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Wednesday,Wed,4,1,442
2018-10-04,20181004,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Thursday,Thu,5,1,443
2018-10-05,20181005,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Friday,Fri,6,1,444
2018-10-06,20181006,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Saturday,Sat,7,0,444
2018-10-07,20181007,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Sunday,Sun,1,0,444
2018-10-08,20181008,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Monday,Mon,2,0,444
2018-10-09,20181009,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Tuesday,Tue,3,1,445
2018-10-10,20181010,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Wednesday,Wed,4,1,446
2018-10-11,20181011,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Thursday,Thu,5,1,447
2018-10-12,20181012,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Friday,Fri,6,1,448
2018-10-13,20181013,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Saturday,Sat,7,0,448
2018-10-14,20181014,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Sunday,Sun,1,0,448
2018-10-15,20181015,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Monday,Mon,2,1,449
2018-10-16,20181016,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Tuesday,Tue,3,1,450
2018-10-17,20181017,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Wednesday,Wed,4,1,451
2018-10-18,20181018,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Thursday,Thu,5,1,452
2018-10-19,20181019,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Friday,Fri,6,1,453
2018-10-20,20181020,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Saturday,Sat,7,0,453
2018-10-21,20181021,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Sunday,Sun,1,0,453
2018-10-22,20181022,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Monday,Mon,2,1,454
2018-10-23,20181023,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Tuesday,Tue,3,1,455
2018-10-24,20181024,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Wednesday,Wed,4,1,456
2018-10-25,20181025,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Thursday,Thu,5,1,457
2018-10-26,20181026,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Friday,Fri,6,1,458
2018-10-27,20181027,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Saturday,Sat,7,0,458
2018-10-28,20181028,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Sunday,Sun,1,0,458
2018-10-29,20181029,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Monday,Mon,2,1,459
2018-10-30,20181030,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Tuesday,Tue,3,1,460
2018-10-31,20181031,2018,Q4-2018,8076,Q4,October 2018,Oct 2018,24226,October,Oct,10,Wednesday,Wed,4,1,461
2018-11-01,20181101,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Thursday,Thu,5,1,462
2018-11-02,20181102,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Friday,Fri,6,1,463
2018-11-03,20181103,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Saturday,Sat,7,0,463
2018-11-04,20181104,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Sunday,Sun,1,0,463
2018-11-05,20181105,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Monday,Mon,2,1,464
2018-11-06,20181106,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Tuesday,Tue,3,1,465
2018-11-07,20181107,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Wednesday,Wed,4,1,466
2018-11-08,20181108,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Thursday,Thu,5,1,467
2018-11-09,20181109,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Friday,Fri,6,1,468
2018-11-10,20181110,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Saturday,Sat,7,0,468
2018-11-11,20181111,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Sunday,Sun,1,0,468
2018-11-12,20181112,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Monday,Mon,2,0,468
2018-11-13,20181113,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Tuesday,Tue,3,1,469
2018-11-14,20181114,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Wednesday,Wed,4,1,470
2018-11-15,20181115,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Thursday,Thu,5,1,471
2018-11-16,20181116,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Friday,Fri,6,1,472
2018-11-17,20181117,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Saturday,Sat,7,0,472
2018-11-18,20181118,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Sunday,Sun,1,0,472
2018-11-19,20181119,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Monday,Mon,2,1,473
2018-11-20,20181120,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Tuesday,Tue,3,1,474
2018-11-21,20181121,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Wednesday,Wed,4,1,475
2018-11-22,20181122,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Thursday,Thu,5,0,475
2018-11-23,20181123,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Friday,Fri,6,1,476
2018-11-24,20181124,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Saturday,Sat,7,0,476
2018-11-25,20181125,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Sunday,Sun,1,0,476
2018-11-26,20181126,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Monday,Mon,2,1,477
2018-11-27,20181127,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Tuesday,Tue,3,1,478
2018-11-28,20181128,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Wednesday,Wed,4,1,479
2018-11-29,20181129,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Thursday,Thu,5,1,480
2018-11-30,20181130,2018,Q4-2018,8076,Q4,November 2018,Nov 2018,24227,November,Nov,11,Friday,Fri,6,1,481
2018-12-01,20181201,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Saturday,Sat,7,0,481
2018-12-02,20181202,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Sunday,Sun,1,0,481
2018-12-03,20181203,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Monday,Mon,2,1,482
2018-12-04,20181204,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Tuesday,Tue,3,1,483
2018-12-05,20181205,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Wednesday,Wed,4,1,484
2018-12-06,20181206,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Thursday,Thu,5,1,485
2018-12-07,20181207,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Friday,Fri,6,1,486
2018-12-08,20181208,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Saturday,Sat,7,0,486
2018-12-09,20181209,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Sunday,Sun,1,0,486
2018-12-10,20181210,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Monday,Mon,2,1,487
2018-12-11,20181211,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Tuesday,Tue,3,1,488
2018-12-12,20181212,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Wednesday,Wed,4,1,489
2018-12-13,20181213,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Thursday,Thu,5,1,490
2018-12-14,20181214,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Friday,Fri,6,1,491
2018-12-15,20181215,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Saturday,Sat,7,0,491
2018-12-16,20181216,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Sunday,Sun,1,0,491
2018-12-17,20181217,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Monday,Mon,2,1,492
2018-12-18,20181218,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Tuesday,Tue,3,1,493
2018-12-19,20181219,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Wednesday,Wed,4,1,494
2018-12-20,20181220,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Thursday,Thu,5,1,495
2018-12-21,20181221,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Friday,Fri,6,1,496
2018-12-22,20181222,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Saturday,Sat,7,0,496
2018-12-23,20181223,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Sunday,Sun,1,0,496
2018-12-24,20181224,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Monday,Mon,2,1,497
2018-12-25,20181225,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Tuesday,Tue,3,0,497
2018-12-26,20181226,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Wednesday,Wed,4,1,498
2018-12-27,20181227,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Thursday,Thu,5,1,499
2018-12-28,20181228,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Friday,Fri,6,1,500
2018-12-29,20181229,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Saturday,Sat,7,0,500
2018-12-30,20181230,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Sunday,Sun,1,0,500
2018-12-31,20181231,2018,Q4-2018,8076,Q4,December 2018,Dec 2018,24228,December,Dec,12,Monday,Mon,2,1,501
2019-01-01,20190101,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Tuesday,Tue,3,0,501
2019-01-02,20190102,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Wednesday,Wed,4,1,502
2019-01-03,20190103,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Thursday,Thu,5,1,503
2019-01-04,20190104,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Friday,Fri,6,1,504
2019-01-05,20190105,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Saturday,Sat,7,0,504
2019-01-06,20190106,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Sunday,Sun,1,0,504
2019-01-07,20190107,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Monday,Mon,2,1,505
2019-01-08,20190108,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Tuesday,Tue,3,1,506
2019-01-09,20190109,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Wednesday,Wed,4,1,507
2019-01-10,20190110,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Thursday,Thu,5,1,508
2019-01-11,20190111,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Friday,Fri,6,1,509
2019-01-12,20190112,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Saturday,Sat,7,0,509
2019-01-13,20190113,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Sunday,Sun,1,0,509
2019-01-14,20190114,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Monday,Mon,2,1,510
2019-01-15,20190115,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Tuesday,Tue,3,1,511
2019-01-16,20190116,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Wednesday,Wed,4,1,512
2019-01-17,20190117,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Thursday,Thu,5,1,513
2019-01-18,20190118,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Friday,Fri,6,1,514
2019-01-19,20190119,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Saturday,Sat,7,0,514
2019-01-20,20190120,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Sunday,Sun,1,0,514
2019-01-21,20190121,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Monday,Mon,2,0,514
2019-01-22,20190122,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Tuesday,Tue,3,1,515
2019-01-23,20190123,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Wednesday,Wed,4,1,516
2019-01-24,20190124,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Thursday,Thu,5,1,517
2019-01-25,20190125,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Friday,Fri,6,1,518
2019-01-26,20190126,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Saturday,Sat,7,0,518
2019-01-27,20190127,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Sunday,Sun,1,0,518
2019-01-28,20190128,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Monday,Mon,2,1,519
2019-01-29,20190129,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Tuesday,Tue,3,1,520
2019-01-30,20190130,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Wednesday,Wed,4,1,521
2019-01-31,20190131,2019,Q1-2019,8077,Q1,January 2019,Jan 2019,24229,January,Jan,1,Thursday,Thu,5,1,522
2019-02-01,20190201,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Friday,Fri,6,1,523
2019-02-02,20190202,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Saturday,Sat,7,0,523
2019-02-03,20190203,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Sunday,Sun,1,0,523
2019-02-04,20190204,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Monday,Mon,2,1,524
2019-02-05,20190205,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Tuesday,Tue,3,1,525
2019-02-06,20190206,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Wednesday,Wed,4,1,526
2019-02-07,20190207,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Thursday,Thu,5,1,527
2019-02-08,20190208,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Friday,Fri,6,1,528
2019-02-09,20190209,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Saturday,Sat,7,0,528
2019-02-10,20190210,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Sunday,Sun,1,0,528
2019-02-11,20190211,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Monday,Mon,2,1,529
2019-02-12,20190212,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Tuesday,Tue,3,1,530
2019-02-13,20190213,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Wednesday,Wed,4,1,531
2019-02-14,20190214,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Thursday,Thu,5,1,532
2019-02-15,20190215,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Friday,Fri,6,1,533
2019-02-16,20190216,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Saturday,Sat,7,0,533
2019-02-17,20190217,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Sunday,Sun,1,0,533
2019-02-18,20190218,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Monday,Mon,2,0,533
2019-02-19,20190219,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Tuesday,Tue,3,1,534
2019-02-20,20190220,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Wednesday,Wed,4,1,535
2019-02-21,20190221,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Thursday,Thu,5,1,536
2019-02-22,20190222,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Friday,Fri,6,1,537
2019-02-23,20190223,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Saturday,Sat,7,0,537
2019-02-24,20190224,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Sunday,Sun,1,0,537
2019-02-25,20190225,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Monday,Mon,2,1,538
2019-02-26,20190226,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Tuesday,Tue,3,1,539
2019-02-27,20190227,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Wednesday,Wed,4,1,540
2019-02-28,20190228,2019,Q1-2019,8077,Q1,February 2019,Feb 2019,24230,February,Feb,2,Thursday,Thu,5,1,541
2019-03-01,20190301,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Friday,Fri,6,1,542
2019-03-02,20190302,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Saturday,Sat,7,0,542
2019-03-03,20190303,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Sunday,Sun,1,0,542
2019-03-04,20190304,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Monday,Mon,2,1,543
2019-03-05,20190305,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Tuesday,Tue,3,1,544
2019-03-06,20190306,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Wednesday,Wed,4,1,545
2019-03-07,20190307,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Thursday,Thu,5,1,546
2019-03-08,20190308,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Friday,Fri,6,1,547
2019-03-09,20190309,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Saturday,Sat,7,0,547
2019-03-10,20190310,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Sunday,Sun,1,0,547
2019-03-11,20190311,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Monday,Mon,2,1,548
2019-03-12,20190312,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Tuesday,Tue,3,1,549
2019-03-13,20190313,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Wednesday,Wed,4,1,550
2019-03-14,20190314,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Thursday,Thu,5,1,551
2019-03-15,20190315,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Friday,Fri,6,1,552
2019-03-16,20190316,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Saturday,Sat,7,0,552
2019-03-17,20190317,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Sunday,Sun,1,0,552
2019-03-18,20190318,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Monday,Mon,2,1,553
2019-03-19,20190319,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Tuesday,Tue,3,1,554
2019-03-20,20190320,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Wednesday,Wed,4,1,555
2019-03-21,20190321,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Thursday,Thu,5,1,556
2019-03-22,20190322,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Friday,Fri,6,1,557
2019-03-23,20190323,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Saturday,Sat,7,0,557
2019-03-24,20190324,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Sunday,Sun,1,0,557
2019-03-25,20190325,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Monday,Mon,2,1,558
2019-03-26,20190326,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Tuesday,Tue,3,1,559
2019-03-27,20190327,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Wednesday,Wed,4,1,560
2019-03-28,20190328,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Thursday,Thu,5,1,561
2019-03-29,20190329,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Friday,Fri,6,1,562
2019-03-30,20190330,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Saturday,Sat,7,0,562
2019-03-31,20190331,2019,Q1-2019,8077,Q1,March 2019,Mar 2019,24231,March,Mar,3,Sunday,Sun,1,0,562
2019-04-01,20190401,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Monday,Mon,2,1,563
2019-04-02,20190402,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Tuesday,Tue,3,1,564
2019-04-03,20190403,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Wednesday,Wed,4,1,565
2019-04-04,20190404,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Thursday,Thu,5,1,566
2019-04-05,20190405,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Friday,Fri,6,1,567
2019-04-06,20190406,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Saturday,Sat,7,0,567
2019-04-07,20190407,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Sunday,Sun,1,0,567
2019-04-08,20190408,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Monday,Mon,2,1,568
2019-04-09,20190409,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Tuesday,Tue,3,1,569
2019-04-10,20190410,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Wednesday,Wed,4,1,570
2019-04-11,20190411,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Thursday,Thu,5,1,571
2019-04-12,20190412,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Friday,Fri,6,1,572
2019-04-13,20190413,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Saturday,Sat,7,0,572
2019-04-14,20190414,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Sunday,Sun,1,0,572
2019-04-15,20190415,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Monday,Mon,2,1,573
2019-04-16,20190416,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Tuesday,Tue,3,1,574
2019-04-17,20190417,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Wednesday,Wed,4,1,575
2019-04-18,20190418,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Thursday,Thu,5,1,576
2019-04-19,20190419,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Friday,Fri,6,1,577
2019-04-20,20190420,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Saturday,Sat,7,0,577
2019-04-21,20190421,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Sunday,Sun,1,0,577
2019-04-22,20190422,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Monday,Mon,2,1,578
2019-04-23,20190423,2019,Q2-2019,8078,Q2,April 2019,Apr 2019,24232,April,Apr,4,Tuesday,Tue,3,1,579
